RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09
102001,United States,0,190500,186500,182400,178200,177000,176300,175300,173500,170400,166900,164200,162700,160700,156200,152400,151800,153800,156300,157800,159400,161000,162200,163900,164200,165300,162800,160200,157100,157600,158200,159600,158500,158800,158100,158500,157600,155400,152800,149900,149200,149800,150000,149500,148500,148300,149300,149000,149000,148600,149800,151500,153600,155500,157300,157800,159000,160100,162500,163400,163700,164300,165700,168000,169700,172100,174600,175200,175800,174700,175000,174200,175400,175800,176400,176700,177300,179100,180600,182300,182700,182700,183200,184700,186900,189300,191200,192600,193500,194300,193900,193600,192600,192800,194200,196200,197100,196800,197000,197500,199000,199800,201600,202400,204400,206000,207200,208200,209300,210300,210100,209700,210000,211000,211900,213800,215300,217800,219000,221500,225700,229000,229000,225200,223500,222600,222900,222400,224100,226800,228500,231600,234200,237500,237600,237300,236800,236900,237000,
394913,"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361900,362000,362700,363900,366000,362500,357300,354200,353800,350300,339900,328100,324100,322700,324800,325000,329300,332100,336600,336200,335000,333700,335800,336800,335200,333500,330300,331900,331000,335200,337600,341200,349100,352100,354400,349300,347700,347800,348300,349300,349400,352800,352900,353600,354800,353600,352800,350900,352300,355400,354400,353600,352400,350700,352000,350900,353600,355000,355700,356700,357200,355700,357200,357100,358900,358500,358300,358800,358900,358700,359600,357600,357500,353500,359300,363000,371500,372100,372000,372500,370900,374000,374000,377600,378500,378700,378100,379800,381900,383000,383400,384600,386800,386900,385800,385700,387700,390700,391600,390800,393600,394700,396900,397800,399200,
753899,"Los Angeles-Long Beach-Anaheim, CA",2,474000,461800,445200,434700,420200,407800,393200,380300,368300,356100,341600,331100,324700,320700,319800,326100,334700,342200,349600,356200,363500,366200,370500,368600,367100,362600,366000,363700,365600,361300,367700,366100,369000,364200,360400,356800,354000,354900,351900,348100,347400,345700,345400,338900,338800,336300,337000,335000,335900,340000,342200,347400,354300,363300,373000,378100,387600,395000,398000,399200,404300,418900,431700,441800,446700,450800,453100,454600,455300,454700,452800,454000,453800,457600,461600,463200,466400,467400,471400,474200,474700,475900,476800,482900,487300,492200,491000,495500,497600,503200,501300,500300,501600,509700,516000,517800,517400,520000,524200,525900,527100,531200,533500,530000,526700,522200,525300,520600,525600,526800,534800,536300,538800,540400,546800,559400,578200,588300,596400,598500,605900,607000,609600,611600,614200,615100,617500,621700,628500,626900,627800,623900,628100,631900,631000,630500,632400,636100,640300
394463,"Chicago, IL",3,262300,258600,241600,229100,226200,228200,231900,231300,227100,223700,216400,214400,210200,205600,197200,191000,192300,196300,199100,201200,201700,201300,200700,201700,200400,197700,190800,189600,186600,188200,184600,185900,187400,188200,185900,181100,177800,173000,167300,164500,168100,173100,173800,171600,166600,167000,162700,162500,160600,162100,161600,164100,166100,169900,169200,167300,166500,165300,165500,163000,162500,162500,166900,174100,185900,193000,196200,196700,195900,197200,194800,196700,195400,195100,194000,196200,199300,203900,207600,208200,206300,203700,203800,203900,205400,206900,208000,206100,204100,197400,193800,189500,188100,186500,184000,183400,183800,186000,187800,188800,190600,193700,194200,195800,197400,201000,203800,206200,207700,207500,206400,203700,201800,202000,202000,203800,204800,207700,211300,215100,222900,224400,222100,218700,219300,221500,220900,222000,227500,225400,228000,232300,243800,245700,241300,233900,230300,229300,229400
394974,"Philadelphia, PA",4,212300,210700,206000,198000,195100,195400,196800,197000,198400,197500,197100,197400,201100,201200,195200,188800,186000,189100,190800,192200,193400,197200,200300,202700,203400,203000,197300,191500,188900,186400,187700,187700,192400,194500,199800,202000,200000,193900,184200,181000,180300,182500,180900,179300,179400,182700,184000,188200,187800,187900,184800,186500,186700,187900,182500,182300,184900,192500,195800,195700,193700,192300,189600,190900,193600,197900,196900,195600,194400,195100,195000,194600,196200,194200,192100,190800,191300,192800,193100,194400,193600,192400,191900,190900,191500,193400,194500,194900,193400,192400,193200,193400,193400,189900,192000,198000,199000,196500,191500,193900,195900,196300,196600,194700,196100,199900,200500,203600,201500,203700,202900,203100,202700,200500,198600,197000,196600,199600,200200,199900,199200,199500,201600,199600,199000,198700,199800,200700,202800,204400,207400,209900,212500,216100,216100,216100,214600,214400,
395209,"Washington, DC",5,357600,347400,331300,317000,312400,310500,302800,294400,287100,281400,281400,278700,281700,275600,272500,272600,282600,296500,303900,303500,301900,301500,300800,297000,295200,298100,296600,290900,292100,285100,294600,291200,305700,305300,303400,301000,287600,279400,270900,272500,285400,294900,305500,297500,290600,283500,284300,281400,290800,295700,307500,311800,320900,322100,319900,317100,318700,317900,319300,315600,323900,326800,337300,340400,346800,348000,344700,340900,339900,340100,341500,339400,341900,341100,350200,350100,354900,348700,347800,346500,348400,351300,349000,349500,355600,357200,356900,348800,347400,345400,347900,349400,350100,346200,346300,348800,349400,350500,347800,348900,348300,351100,352200,355100,353700,354200,355700,356300,358800,358200,359400,358300,359500,359800,362200,362300,364400,366600,369500,371600,378700,380700,382500,376700,374200,374100,374900,375500,376900,377100,379200,382900,392900,393200,392300,385700,387100,390200,
394856,"Miami-Fort Lauderdale, FL",6,256500,247100,236100,228400,224900,223000,214400,205700,194200,187400,175700,166700,157600,150100,142000,137300,138200,142100,144100,143800,143700,145000,145600,145100,144900,143300,143600,141400,137800,132200,126800,127900,130400,130500,123300,117700,114100,117100,120000,123300,127400,126100,124600,123000,124100,127900,130400,132600,133900,135800,138000,140700,141000,141700,142500,145400,147500,152700,155700,159300,157400,158600,162800,167200,170300,171900,173700,174700,176200,177700,180400,178400,179300,178500,182300,184700,188100,187800,187900,188000,191600,194000,195100,195100,197100,199100,205300,207800,210000,208400,208200,208900,205900,206800,207700,214800,216900,219800,219200,220300,221500,223000,225600,228500,228700,229600,229100,233200,234400,237600,236600,237500,236200,239400,242700,245100,245500,246700,251200,253900,257100,255300,254800,252300,251000,251400,251300,256700,259800,262500,261100,262700,268100,270000,268800,266600,266900,270000,
394347,"Atlanta, GA",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95200,95700,96000,97900,96900,97000,96600,97100,98400,101100,104800,107300,109300,110600,114000,117300,121700,123700,126200,127700,132000,136800,142700,144100,143800,141400,140500,140400,141000,141000,140000,141200,145600,151000,155500,156400,157200,156100,157900,159600,162000,162600,168000,170500,173200,170600,171000,171600,171600,172500,173700,175300,175700,175200,173500,172400,171400,174000,175100,176800,177000,179000,178900,181000,182000,185800,186500,188600,189000,189600,189000,190000,192100,193700,195400,197700,203300,205300,206700,204800,205500,205200,202300,204600,206300,211300,212300,216500,220400,222100,219800,220000,219900,221700,220800,
394404,"Boston, MA",8,331900,326600,323600,320700,319900,320100,318700,317200,311400,305300,295200,292500,285300,288400,286000,292700,295800,303200,307300,307800,303400,308300,309700,312000,306700,306400,305900,309400,315500,323100,323200,321800,320200,316800,305700,292900,285100,287100,295500,305100,314000,316900,317800,310400,305600,299600,299500,296600,301200,302800,309200,315100,322500,322200,319400,319200,321600,320700,308800,303900,305900,317300,321400,323100,324500,328800,329400,330200,328400,329300,332800,340800,347700,348700,349700,350300,354100,355300,354600,354900,354800,357000,358800,361100,360600,359600,360100,361000,365100,368600,370400,370400,369200,370300,370500,366500,364700,367200,372200,377200,377900,379600,381800,382900,384200,385500,388000,389500,391400,392100,394900,395600,397500,398200,401500,405200,411000,413500,412400,412100,412600,418200,421600,426000,426100,426700,423400,425900,428300,428600,429200,431900,437500,438200,439600,440700,443300,443700,
395057,"San Francisco, CA",9,593700,550200,516000,494400,487200,467700,441900,406600,373600,351400,335400,325300,309200,302600,306000,329800,354700,374400,392300,402400,409600,416600,418500,415700,406900,398800,406000,413100,428000,435300,440900,433500,422800,415000,410000,400700,388800,379000,379100,380800,385900,390200,392100,390000,386000,378900,378200,372300,373900,380700,395500,414700,434700,444500,453200,462300,474100,487300,487400,488200,490300,513400,541000,560600,571400,574300,577100,576600,576800,577700,585900,594400,597400,590000,583700,579400,580700,588600,597700,601400,595900,588200,582000,588000,600900,613100,615500,612500,613900,622200,626800,626000,625000,638500,647400,644600,629400,623300,629600,643700,652800,653700,646900,644200,650400,661500,672500,673300,674700,681700,689300,696000,693400,698700,706500,719500,733100,738600,740100,745400,755100,764400,773000,779500,779600,769000,762800,773600,783600,784300,782900,786900,791400,791200,790100,781900,771000,759100,774100
395025,"Riverside, CA",10,302600,284100,267600,257000,246500,236200,224500,216400,207000,197200,188600,179100,170700,159900,154800,152700,153500,155200,158000,161300,166100,168800,174300,174600,175400,172000,173300,174500,174700,173900,174200,175500,174300,173700,175100,175700,173600,169200,167200,166400,166500,167400,169200,170800,171300,169000,170000,169900,172400,173300,175200,176400,177800,180800,186200,191300,198200,204000,209300,210000,212400,215500,221300,226900,230700,235100,239800,246400,248700,249500,253400,256000,258100,255100,258100,259100,260900,261200,262400,265100,266500,269000,271000,273400,275200,275500,275200,276300,278800,281900,283700,283900,284700,285900,291600,292600,293700,291500,293200,294000,295600,297200,303800,303700,304600,299800,301200,301900,304100,306300,308200,311500,312800,314400,316900,323900,328500,330700,337100,345400,348800,346400,345100,347400,348700,348800,351700,353000,354000,353800,358800,361700,361700,358200,359100,361000,362100,364000,371700
394976,"Phoenix, AZ",11,225200,214400,205100,199300,193600,187600,179200,171200,162100,151600,142900,132800,125200,116800,112500,114100,118600,123400,125200,126200,129800,130000,131300,130600,131400,129500,126800,126200,126400,124500,122400,120500,119900,116200,115100,114100,113900,111600,108900,110000,110900,111800,113200,114500,119500,120600,116400,110800,108700,113100,118400,121700,124300,126300,126900,130500,135000,138000,140100,139400,142400,144300,147200,149800,152800,153800,154300,154800,154300,155800,155600,156500,156100,156400,156900,156300,156700,156800,159000,159300,160500,162300,163000,166000,168200,171300,172900,174600,175700,176300,177300,178400,180400,182900,184600,185600,186500,188900,191100,192800,193300,195800,197400,200100,202400,201700,203100,203300,206000,205400,206200,206900,209000,210700,212400,214700,217800,219200,223400,226400,229500,229000,227600,229500,232900,235900,236100,237200,240400,242700,247100,249700,252600,250900,250900,252800,255500,254400,253300
395078,"Seattle, WA",12,347200,339700,328300,319000,312800,314200,313100,313800,306400,307900,308200,316000,311500,304900,293200,289300,285400,285900,289100,293100,293100,296600,302600,310800,310700,302100,293400,285000,291700,295400,296400,287500,283300,288900,289500,292700,284900,282500,270200,259000,249700,247600,248500,246100,243200,245500,246800,249800,247600,255000,260200,271000,276000,279700,283500,284800,291500,292400,289500,290000,292700,301200,304400,304600,307800,310500,315000,314500,311500,308400,307600,310300,310600,309800,307600,309800,313800,316500,318600,318800,320400,320800,323200,326400,330600,333800,334600,335800,333500,336100,336200,342100,341900,346500,348900,353100,355400,356600,358700,359400,361600,364700,366000,368300,372200,376000,379200,380300,383400,388200,392800,398700,402000,405900,409600,412800,418000,423600,429900,439500,450100,460400,455300,448000,439200,437700,435400,433100,433300,439300,446300,458800,464200,468500,467200,461700,456700,455500,459600
394865,"Minneapolis-St Paul, MN",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182500,188900,193500,196100,197100,196900,196400,194800,194900,194200,195800,196700,199200,200100,204000,203000,203800,203300,206500,208400,212900,217000,221500,220100,218400,217200,217500,218600,218600,219300,219900,220200,222400,223500,224100,223000,222800,224000,225400,226300,227600,227400,226800,226600,226800,228600,229500,231000,233300,235300,237400,239000,240500,241400,242000,244300,247700,250900,252100,252100,250400,249200,248700,250000,253500,256000,255900,254500,256500,262400,266300,267000,266300,266400,268100,
395056,"San Diego, CA",14,402300,393300,379600,368000,353600,341700,331500,320700,308200,298200,289900,288400,283400,282300,280600,289200,298400,309000,315400,321300,325700,329800,326000,327800,329000,335500,335000,331600,331300,330600,333600,334500,334800,335600,326900,322300,318600,321500,321500,318200,317400,318400,316300,315900,313600,316600,315900,316500,318600,323100,328700,330600,335300,339600,347600,353000,360000,367800,370200,371400,373700,384800,396800,404000,409600,410800,415100,414500,416400,417800,417700,418200,418500,422700,426700,429400,433600,436500,438800,440200,438300,436500,438600,443800,449000,447900,448800,452900,457400,460400,458000,457000,460900,466000,472100,471100,472700,475700,479500,480100,478600,480800,484400,492100,493800,496400,497600,503600,508300,510000,512100,516600,519200,522000,524900,528700,536300,541000,543000,544200,545600,553600,554400,556000,553500,556100,559500,560300,555700,553100,551900,555500,553100,557600,557700,563000,562100,566400,
395121,"St. Louis, MO",15,143600,142300,139900,137400,137500,138300,137700,137400,135600,134200,131400,134300,136000,137200,132700,130900,130300,131800,133400,136400,137100,136000,136800,135900,138600,136600,137700,135900,135600,133700,132900,131200,130900,130100,131800,131100,129600,126300,125900,125200,126400,127300,127700,127300,127700,126300,124400,122100,124000,125100,127600,128200,129600,130900,132400,132100,129900,128100,126600,127300,129100,133800,137600,140900,141900,142400,141900,140700,138800,137400,138200,138400,139000,138900,140200,143300,143700,144500,142800,142900,144500,146200,146200,146400,146800,148200,148200,148400,149500,150300,149600,149500,148000,149300,149900,147100,145500,144700,148600,150000,149200,148600,148600,149500,150300,149700,150300,150800,154100,153500,154300,151700,153200,152600,153800,154600,156700,157200,157000,157400,158600,160600,160300,159300,158400,159100,157800,158900,160600,164300,166800,164800,166900,167700,171600,172000,169700,169500,168200
395148,"Tampa, FL",16,176900,170900,166300,161700,158500,154700,152800,148500,143600,138200,134400,130300,125700,122200,121200,121400,122500,120700,121500,121600,124800,124200,124100,122700,120600,119600,117900,118800,114500,112600,110200,111900,110400,108400,103100,96800,91900,90400,92600,95900,98400,99800,100000,100100,99000,99500,100100,100100,99900,99800,103700,106200,109700,111000,111900,112300,115100,117000,119700,116900,119400,119700,123200,122700,125300,128300,130000,130000,130500,131100,130300,127300,124700,124600,127500,130800,134000,136100,137300,138500,138200,137900,136900,136400,138300,141000,144500,145500,146400,146000,148200,148800,150200,152300,155900,158800,159300,160000,162200,165800,166100,168000,167700,169800,169900,171400,173800,176100,177300,178400,179300,181400,182000,181600,182200,183300,187100,189200,192500,194400,195600,195700,195300,196700,196400,196700,197000,197400,199900,200300,208300,213800,219000,217300,213900,211300,211000,,
394358,"Baltimore, MD",17,230200,229600,221800,217100,215000,219700,222400,221200,215200,208000,210700,215300,221000,221600,215100,210800,205100,211700,213300,217400,214300,219500,218200,219400,213500,206200,198100,194200,192100,193400,188400,192500,190100,191700,203400,225700,220700,205300,173800,172000,157100,158400,170000,185800,203300,208000,219300,222000,221500,223100,219900,221900,217300,217700,218600,226700,231000,229300,228100,226800,223900,221700,220100,225400,231000,234500,231600,224400,221000,223400,228100,229600,231800,229100,229600,229500,230500,233700,234900,237000,235100,235000,232200,230200,227500,226900,226700,229800,235600,234200,233000,227900,229100,229800,229300,237600,238300,243800,238500,239700,239800,240700,240200,242800,242200,241400,237500,240600,240700,241300,240100,239800,239900,239200,241600,242500,245000,245600,246900,246200,247900,249000,249400,248800,247600,246500,245400,245700,246700,245400,241900,243500,245800,251900,253900,257300,258300,258100,
394530,"Denver, CO",18,202700,197400,195400,194100,196900,199000,197800,195300,190900,184700,175500,172400,173000,179300,183400,190200,196200,203300,204600,206900,205700,207100,204600,207100,206000,206600,204400,204000,208800,211700,215700,214200,213100,213300,207500,204600,198900,198500,197600,199500,200700,203500,204300,206200,206700,206900,208400,204600,204400,207600,215600,223300,228000,233100,236200,238100,238800,237400,236500,236200,237800,240500,242300,245300,248000,250300,252200,253300,253300,253100,252400,251800,251900,252600,254500,256900,260200,263000,265100,265200,269000,271300,277300,279200,284400,286400,290500,292000,292300,294000,295700,299700,302900,306500,310400,316600,320100,321000,321200,323500,329200,331200,333900,334800,337600,340600,343300,347400,348200,350400,349500,354000,355500,359500,361300,366400,368400,372200,373800,382700,385700,390100,388400,388200,387400,388300,391400,394800,395600,396500,396600,400000,400100,399200,398400,397700,401500,402600,406700
394982,"Pittsburgh, PA",19,95300,95400,96700,96400,99800,100100,98800,95700,95000,91600,88800,87200,89500,91000,94300,98300,103600,105600,107000,107300,108400,107800,106400,104400,105100,107400,109800,109700,107100,106200,106300,108600,108800,108100,108100,103700,104300,100700,105700,105900,110700,111400,112600,112100,111500,110200,110100,111600,111500,114800,115400,118600,118200,117700,119400,119300,120400,119200,119500,118200,118100,117400,120200,121300,122600,122700,122900,122100,120400,119300,118800,119400,119900,121600,121600,122900,122500,124800,125800,127600,126500,128000,128100,130900,131300,130200,128000,127100,128900,130100,130900,129600,129600,129900,131400,132400,130700,131300,130900,132100,131700,131100,131100,131300,132600,133600,135300,135500,137000,137300,138300,138300,137500,137200,136400,137600,140000,138400,138300,138600,145100,144200,143100,141500,143500,143200,143400,142200,143300,143500,145300,149500,151600,149600,147000,145900,149200,149000,
394998,"Portland, OR",20,279400,271800,269700,266800,268100,266500,261600,258900,255800,256300,255400,256500,252800,245300,237100,234600,234200,237400,236900,237300,234400,237000,238400,238000,236800,234400,232800,229500,230900,235100,237400,234300,232100,230900,230300,224100,215900,209300,207200,207900,209800,211500,214400,214500,217800,215500,214200,208800,209100,211700,216900,222700,228100,232100,233900,235500,236800,240500,245400,245000,247400,245100,250900,251000,256500,258600,262400,263100,264800,263300,261700,262600,264300,265600,264900,265800,269100,270800,271700,273000,275200,277600,279100,279300,279600,280400,282800,286400,288500,290200,291500,292100,293300,298400,303800,305800,308000,311000,317500,320200,320900,322600,324700,327500,329100,331200,338900,340800,343600,341600,344700,346900,350000,353000,355700,358600,360700,363200,371600,376400,379300,375400,375300,378100,377900,379200,377700,380100,380900,383200,384900,387100,388400,386800,387000,386100,387400,388100,390500
394458,"Charlotte, NC",21,155600,152200,149200,147600,148100,147800,149700,150800,150800,150900,147900,149300,148000,148100,144800,145800,148200,150100,150300,150800,151200,149500,151300,151400,151200,146700,145100,147000,150000,151000,150800,151000,152700,154300,158500,157400,153200,146800,145400,152100,154100,156900,149700,150200,144700,148500,147800,152100,152800,153200,155700,160200,162200,161900,158400,157100,157100,157600,159400,160500,161100,161600,163300,163800,165600,165900,167400,167700,168200,170200,170300,169200,169200,169700,170200,170100,171400,172500,173300,172100,171600,172200,174000,177600,177900,180700,180900,181500,179800,179600,181200,182900,184500,185000,186300,185800,184700,183800,184700,187700,188600,190700,190400,191700,191000,188400,186100,182800,185400,185800,187000,189400,194700,195900,193800,192100,195100,198700,203500,209000,212600,213500,214200,215200,214300,215700,215100,217100,217300,216200,217800,220300,223400,223900,225800,228600,230700,228600,
395045,"Sacramento, CA",22,283900,272000,255800,241800,231600,228100,223000,217600,208900,201500,194700,188700,185200,184500,186000,189000,193700,198500,202300,205100,206400,207100,206700,203500,203900,203500,204400,202400,202100,201600,202300,199500,200600,198000,195200,187500,181600,179300,176100,176200,174600,177100,178000,177100,178700,178500,179600,178700,179700,182700,183200,184700,188600,195300,204300,208900,215000,217800,223400,227900,236400,243100,249900,254200,260900,264100,268900,268700,270500,270200,272600,275800,278200,280900,283800,285400,287000,287900,290900,292500,290500,292300,292100,300200,301200,306000,305000,306100,306500,306600,307300,307400,308700,311700,317100,320100,323700,324200,326500,328400,330600,334400,335600,338800,341200,341300,342600,340800,342500,344600,349300,354000,357200,360700,364200,367200,370100,372200,373700,375700,377400,383000,383800,385100,383100,383700,385500,384400,387600,388700,392300,392700,393700,399100,400500,401200,400000,402100,402700
394943,"Orlando, FL",23,221600,214600,205400,200800,198200,195100,190400,182000,175500,165900,160900,154100,144700,135100,125300,121400,118500,120300,120300,121000,119900,121200,115700,114200,108400,109400,108500,110000,108800,103700,99700,99000,100300,99900,98000,93900,95100,97000,101500,102200,103600,105300,107200,108400,111200,113400,115400,113600,113900,112400,113700,115500,118700,119500,120600,121700,123600,125300,127800,130900,132700,135200,136300,138200,139700,144200,147100,148300,148700,149800,150500,151500,151000,152400,151800,153100,154300,155400,156000,156800,157100,157900,157100,158600,160900,162200,164200,164400,167200,168700,171200,172400,174500,176400,180500,180800,181300,180400,182600,186700,188400,190700,189400,191300,191000,192700,194600,197100,199800,201000,202100,203700,205200,207500,209300,211200,211000,213300,218200,227600,231200,232800,232400,234300,235300,235600,237100,241100,245000,250000,251500,254200,249200,245100,,,,,
394466,"Cincinnati, OH",24,135300,129900,125800,127200,125800,125100,122100,121900,119800,115000,111700,110600,111000,112500,113100,115700,116200,118200,119800,123300,124900,125200,124100,124400,124200,122100,120400,119400,119000,118500,119600,121000,119800,119700,121600,124900,120800,113200,109100,110300,115600,117100,116900,115200,115000,115300,117500,116600,115500,112800,114500,118900,121300,121700,121200,123400,123500,122500,125200,126000,127000,122900,124500,124700,127600,127100,128500,126900,127700,127400,128000,128800,129100,130100,130700,134100,136300,137800,136200,135400,133900,134000,134100,135500,135500,133700,134600,136000,138500,139600,139400,140100,136500,141600,143200,149700,147800,148600,146400,146300,145300,144900,145200,147800,149500,149900,153500,154000,153900,149600,148000,149300,150500,151900,152100,152000,154200,155400,159700,164100,165100,163500,159100,156800,154500,155400,157100,160400,161200,162200,164900,169700,170700,168200,165600,166600,168500,170000,
394475,"Cleveland, OH",25,111600,109600,107300,105400,104200,104600,101800,97300,86300,80500,75700,77000,75100,81100,86900,95400,98800,102700,105800,109300,111400,109000,107800,107500,110100,109300,109800,109600,107200,104700,102200,106000,110200,113900,108000,100000,92600,91500,91800,96300,99400,101600,100200,98200,94300,94400,94200,94800,93400,95900,99300,99800,102500,104700,107800,107100,105200,106100,105200,105300,103200,101200,101500,104800,109400,111400,111600,110700,111300,110000,110200,108900,113200,115200,118000,116900,118200,120300,119300,118700,117100,119800,119600,115400,113300,111000,115300,116000,118700,118300,118900,116900,115200,114700,113700,116400,112900,116700,116500,121500,120500,121900,121600,121800,122400,122700,125200,127200,128400,128100,127000,125700,124800,123500,124200,127700,131600,133200,134700,136700,137600,136400,133900,132500,129300,128600,130600,131500,132900,132500,136000,138300,141600,142300,143800,143500,143700,140500,141000
394735,"Kansas City, MO",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162700,163900,164800,166900,166900,171400,171600,175400,173000,173100,167800,166000,165100,166300,168000,168400,167400,165200,164600,166600,167600,172600,174800,177500,175100,175500,174000,174500,172200,172500,171400,169900,164700,159100,158900,161600,168100,171300,172800,173400,174500,177800,178100,176600,175500,195100,198600,201900,185100,186700,188900,189700,192400,190000,192500,195000,202100,223800,225900,223900,203600,198800,198800,197100,198300,200700,204900,208600,211400,230100,229500,227200,,,,,
394775,"Las Vegas, NV",27,244900,239900,235200,225700,216100,205300,195700,187800,179000,171400,162800,155100,148000,137900,130500,124200,122800,120600,121200,122400,124800,125200,125000,123900,124200,125800,128400,128900,126400,125200,123700,123000,121400,119200,118100,116600,114800,113300,112000,110800,108500,106100,106000,107900,110500,110800,110800,108700,109600,112100,116200,119200,120900,122800,126300,130100,134700,137700,140400,141400,144700,148500,152700,156300,159400,162600,164100,165300,166600,168800,170000,171000,172800,173700,174500,166600,167100,170000,179300,181200,181800,183600,184300,186600,187000,189100,188800,186600,188400,189900,195100,194200,196200,196200,200400,201200,201600,199500,200100,199900,201900,201800,204400,206200,208200,208900,211300,212800,218000,219700,223500,225500,228500,230100,232800,235800,238400,241400,244000,247100,250000,253200,257900,260300,260400,261500,264300,268800,270300,270700,272900,272400,274300,270800,272700,271500,273100,273500,275600
394492,"Columbus, OH",28,138200,136300,137800,136500,135100,132500,131600,129900,126100,122200,123700,123100,122400,120600,122100,124300,127600,131700,135400,137000,137100,133000,129100,130700,133200,134700,131800,131500,126400,123800,120600,123300,123700,131700,133700,128500,120100,117100,119100,120000,121900,125000,124100,121300,123600,126800,127000,120800,117500,121500,128300,132700,136000,136200,137100,133400,133300,133000,135200,133500,132200,131200,135200,140000,145000,146100,145600,144100,158700,159200,158800,145900,149200,153000,153300,153400,153000,154800,154800,155400,156000,157400,154800,163000,162700,165700,162400,162600,163100,159200,158900,156300,153900,150400,151600,155400,161300,163800,163500,160700,161000,160800,164700,166200,168700,167800,169900,168900,169900,169600,172200,172000,172300,171200,172900,174700,176900,179800,181500,183700,182000,179600,176800,179000,180300,182900,182100,183400,185000,186800,186500,190700,194000,203200,204300,206100,202700,200000,203100
394705,"Indianapolis, IN",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135100,134200,139300,144200,147200,147100,147600,146600,146600,147000,151500,155400,157900,154600,151900,149200,150800,134600,125400,112200,118000,117900,124600,127700,131400,138400,144400,149500,146600,146500,145400,146200,145800,148800,153000,154400,152700,151800,150200,151800,149500,150300,151800,151800,152000,149500,150000,151800,154100,155700,156700,156100,155700,157200,161500,164600,166200,164700,164600,162900,164000,163700,164600,164100,164700,166000,166000,168300,170100,172700,173200,173500,174100,175500,175700,177200,176400,178400,180400,183100,185300,185700,188100,189200,191700,
395059,"San Jose, CA",30,668100,634700,607500,590900,580200,567000,540900,509900,468700,446600,437000,433200,412000,392800,384100,401400,430600,456100,466700,469500,472200,488800,498000,502200,497700,487700,489600,491900,505800,514300,517400,514200,506500,504400,498600,484900,475200,468700,475400,483600,488800,498200,496700,488700,480400,476900,482000,477300,478800,485900,500400,520500,543000,568700,577600,576500,575000,582700,598600,606900,612700,619300,628800,636000,639700,646100,647600,649800,650100,654900,668800,677000,687600,689400,691600,697300,696400,705800,708400,714900,717900,728100,732900,742700,743400,746100,751900,765300,784500,804400,804100,804600,797600,813600,813400,813800,806500,810500,815800,816700,826800,829100,835700,838400,838900,835900,839700,850100,865000,860700,858800,865800,882900,898100,921300,939900,968400,1004500,1023800,1069700,1102600,1126000,1116800,1086200,1078500,1080200,1072100,1087400,1062400,1058200,1042800,1038700,1039000,1021800,1021300,1018900,1031600,1027800,1020500
394355,"Austin, TX",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247700,247700,251500,251100,251200,246400,245900,245400,243600,245400,246700,249200,247700,248100,251600,255400,257400,258700,258000,260400,263200,263400,265200,263600,269100,269600,270300,267200,269200,272000,277500,278400,280800,283500,286800,290500,292500,295200,295900,296800,296800,297300,299200,303600,304400,304700,303800,304100,305900,307800,309000,307400,309000,311900,316700,316900,322600,322100,321800,319800,320500,323300,324500,328000,327600,327200,324200,324200,327000,326400,325400,323500,330700,337600,341300,344500,
